,Ind_id,Gender,Car_Owner,Propert_Owner,Children,Annual_income,Type_Income,Education,Marital_status,Housing_type,Age,Employed_exp,Mobile_phone,Work_Phone,Phone,Email_id,Type_Occupation,Family_Members,label
387,5024527,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.0,0.0,1,0,1,0,other,1,0
388,5095193,M,Y,Y,1,495000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,3.0,1,0,1,0,Managers,3,0
389,5068156,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,9.0,1,0,0,0,other,2,0
390,5117756,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,5.0,1,0,0,0,Managers,2,0
391,5066507,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,48.0,21.0,1,0,1,0,Private service staff,1,0
392,5143164,F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.0,4.0,1,1,0,0,Accountants,4,0
393,5088834,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,34.0,10.0,1,0,0,1,Accountants,2,0
394,5135841,F,N,Y,1,36000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,3.0,1,0,1,0,Core staff,3,0
395,5023059,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,31.0,1.0,1,0,0,0,Laborers,3,0
396,5125325,M,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.0,7.0,1,0,0,0,other,2,0
397,5135574,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,32.0,3.0,1,0,0,0,Medicine staff,2,0
398,5009053,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,30.0,6.0,1,0,0,1,Core staff,4,0
399,5028292,F,N,Y,0,292500.0,Working,Higher education,Separated,House / apartment,54.0,35.0,1,0,1,0,Core staff,1,0
400,5029108,M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,36.0,10.0,1,0,0,1,High skill tech staff,3,0
401,5091400,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,34.0,2.0,1,0,0,0,other,2,0
402,5050768,F,N,N,2,337500.0,Working,Secondary / secondary special,Married,House / apartment,30.0,6.0,1,0,0,0,Core staff,4,0
403,5113420,F,N,N,1,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,35.0,15.0,1,0,0,0,Core staff,2,0
404,5113132,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.0,10.0,1,0,0,0,Sales staff,2,0
405,5062670,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,41.0,12.0,1,0,0,0,Managers,3,0
406,5029352,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,30.0,1.0,1,0,0,0,Drivers,2,0
407,5105067,M,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,37.0,1.0,1,1,1,0,other,2,0
408,5143573,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,25.0,3.0,1,1,0,0,Drivers,2,0
409,5045203,F,Y,Y,0,139500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,0.0,1,0,0,0,other,2,0
410,5065673,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,32.0,13.0,1,0,0,0,other,1,0
411,5029544,F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.0,5.0,1,0,0,0,other,3,0
412,5045800,M,Y,Y,1,427500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,7.0,1,0,1,0,Drivers,3,0
413,5111159,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,29.0,4.0,1,1,1,0,Core staff,3,0
414,5099957,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,31.0,1.0,1,0,0,0,Accountants,3,0
415,5143360,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,62.0,6.0,1,1,1,0,High skill tech staff,2,0
416,5091753,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,35.0,4.0,1,0,0,0,Core staff,4,0
417,5117403,F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,46.0,4.0,1,0,0,0,Waiters/barmen staff,2,0
418,5149319,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,52.0,16.0,1,0,0,0,Managers,2,0
419,5137542,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,52.0,9.0,1,1,0,0,Cooking staff,2,0
420,5095170,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,38.0,7.0,1,0,0,0,Drivers,2,0
421,5090780,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,9.0,1,0,0,0,Managers,3,0
422,5092242,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,57.0,6.0,1,0,0,0,other,2,0
423,5068671,M,N,Y,0,247500.0,Working,Incomplete higher,Married,House / apartment,25.0,1.0,1,0,0,0,Core staff,2,0
424,5143427,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64.0,0.0,1,0,0,0,other,1,0
425,5087994,M,Y,Y,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,43.0,18.0,1,0,0,0,other,3,0
426,5052739,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.0,1.0,1,0,0,1,High skill tech staff,4,0
427,5068747,F,N,N,0,157500.0,Working,Higher education,Civil marriage,With parents,36.0,1.0,1,0,0,0,Accountants,2,0
428,5025029,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.0,0.0,1,0,0,0,other,2,0
429,5149353,M,Y,Y,0,191399.3262295082,Commercial associate,Higher education,Married,House / apartment,33.0,9.0,1,0,0,0,Accountants,2,0
430,5022571,M,Y,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,60.0,0.0,1,0,0,0,other,2,0
431,5024578,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,28.0,4.0,1,0,0,0,Laborers,3,0
432,5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,35.0,7.0,1,0,0,0,Managers,2,0
433,5041869,M,Y,N,0,99000.0,State servant,Secondary / secondary special,Married,House / apartment,53.0,1.0,1,1,1,0,Core staff,2,0
434,5115894,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,4.0,1,0,0,0,Drivers,2,0
435,5062749,M,Y,N,1,202500.0,State servant,Higher education,Married,House / apartment,37.0,7.0,1,0,0,0,other,3,0
436,5045611,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,32.0,2.0,1,0,0,0,other,4,0
437,5113288,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,31.0,0.0,1,1,1,0,Core staff,4,0
438,5053003,F,Y,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,26.0,4.0,1,1,1,0,other,2,0
439,5118038,F,N,N,2,121500.0,Working,Higher education,Married,House / apartment,32.0,2.0,1,0,0,0,HR staff,4,0
440,5091405,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,48.0,5.0,1,1,0,0,Laborers,1,0
441,5137022,F,N,N,0,180000.0,State servant,Secondary / secondary special,Widow,House / apartment,50.0,1.0,1,1,1,0,Laborers,1,0
442,5117594,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.0,20.0,1,1,1,0,Core staff,1,0
443,5085704,M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,53.0,0.0,1,0,0,0,other,2,0
444,5137292,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,20.0,1,1,1,0,High skill tech staff,3,0
445,5038751,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,39.0,2.0,1,0,0,0,Drivers,4,0
446,5099900,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,56.0,19.0,1,0,0,0,Laborers,2,0
447,5116676,M,Y,Y,3,270000.0,Working,Secondary / secondary special,Married,House / apartment,37.0,1.0,1,1,0,0,Laborers,5,0
448,5061321,F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,41.0,4.0,1,0,0,0,Managers,3,0
449,5139410,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,40.0,17.0,1,1,0,0,Core staff,4,0
450,5048486,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,2.0,1,1,1,0,Drivers,2,0
451,5139658,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,64.0,0.0,1,0,0,0,other,2,0
452,5091280,M,N,Y,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,32.0,2.0,1,1,0,0,Laborers,3,0
453,5023186,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,7.0,1,0,1,0,Core staff,2,0
454,5054307,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,2.0,1,0,0,0,Laborers,3,0
455,5116879,F,N,N,0,112500.0,Working,Higher education,Single / not married,With parents,30.0,0.0,1,1,1,0,High skill tech staff,1,0
456,5050453,M,N,Y,1,231750.0,Working,Secondary / secondary special,Married,House / apartment,39.0,0.0,1,0,0,0,other,3,0
457,5022804,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,33.0,4.0,1,0,0,0,Managers,1,0
458,5091374,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,42.0,3.0,1,1,1,0,Drivers,2,0
459,5135484,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,29.0,5.0,1,0,0,0,Core staff,1,0
460,5054188,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,31.0,1.0,1,0,1,0,Sales staff,2,0
461,5054626,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,0.0,1,0,0,0,other,1,0
462,5068548,M,Y,Y,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,3.0,1,0,0,0,Laborers,2,0
463,5053472,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,6.0,1,1,1,0,Low-skill Laborers,2,0
464,5105395,F,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,House / apartment,30.0,2.0,1,0,0,0,Secretaries,1,0
465,5029554,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,0.0,1,0,0,0,other,1,0
466,5089722,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,48.0,9.0,1,1,1,1,Private service staff,1,0
467,5066562,F,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,With parents,23.0,1.0,1,1,0,1,Sales staff,2,0
468,5062547,F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,33.0,6.0,1,0,0,1,other,5,0
469,5010203,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,27.0,5.0,1,0,0,1,Laborers,2,0
470,5024665,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,40.0,13.0,1,1,1,0,Laborers,2,0
471,5089626,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,44.0,1.0,1,1,1,1,Sales staff,2,0
472,5021373,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,61.0,2.0,1,0,0,1,Managers,2,0
473,5054699,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,44.0,19.0,1,0,0,0,Laborers,2,0
474,5051180,M,Y,N,1,191399.3262295082,Working,Secondary / secondary special,Married,House / apartment,36.0,5.0,1,0,1,0,Laborers,3,0
475,5143515,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64.0,0.0,1,0,0,0,other,1,0
476,5018461,F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,55.0,22.0,1,0,1,0,other,3,0
477,5096300,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,26.0,6.0,1,0,0,0,High skill tech staff,3,0
478,5148897,M,N,Y,0,90900.0,Pensioner,Secondary / secondary special,Married,House / apartment,61.0,0.0,1,0,1,0,other,2,0
479,5025047,F,Y,N,3,112500.0,Working,Secondary / secondary special,Married,House / apartment,32.0,10.0,1,1,1,0,other,5,0
480,5092164,F,Y,Y,0,45900.0,Pensioner,Secondary / secondary special,Widow,House / apartment,56.0,0.0,1,0,1,0,other,1,0
481,5053143,M,N,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,34.0,0.0,1,0,1,0,other,3,0
482,5038510,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,32.0,13.0,1,0,0,0,Laborers,2,0
483,5023482,F,N,Y,1,119250.0,Working,Secondary / secondary special,Married,House / apartment,44.0,12.0,1,1,1,0,Core staff,3,0
484,5054099,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,32.0,2.0,1,0,0,0,Drivers,4,0
485,5062713,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,40.0,10.0,1,0,0,0,Core staff,3,0
486,5088851,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.0,6.0,1,0,0,1,Accountants,2,0
487,5111117,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,32.0,4.0,1,0,0,0,Managers,3,0
488,5118115,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,15.0,1,1,1,0,Drivers,3,0
489,5024258,M,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,31.0,2.0,1,0,0,0,Security staff,1,0
490,5113976,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,33.0,2.0,1,1,1,1,Laborers,2,0
491,5099907,F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,30.0,5.0,1,0,0,0,Core staff,4,0
492,5092332,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,68.0,0.0,1,0,1,0,other,1,0
493,5038932,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,40.0,17.0,1,0,1,0,Medicine staff,1,0
494,5078924,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,3.0,1,0,1,0,Laborers,2,0
495,5068390,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,38.0,0.0,1,0,1,1,Sales staff,2,0
496,5046036,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59.0,0.0,1,0,0,0,other,2,0
497,5033788,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,43.0,13.0,1,1,1,0,Private service staff,2,0
498,5010781,F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,40.0,6.0,1,0,0,1,Core staff,3,0
499,5022761,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,4.0,1,0,0,1,Sales staff,2,0
500,5041980,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,40.0,13.0,1,1,1,0,Laborers,2,0
501,5113854,M,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,42.0,23.0,1,1,0,0,Laborers,1,0
502,5126612,F,Y,N,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,56.0,0.0,1,0,1,0,other,1,0
503,5132264,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,6.0,1,0,1,0,Laborers,2,0
504,5142136,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,14.0,1,0,0,0,Medicine staff,4,0
505,5088163,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,35.0,3.0,1,0,0,0,Core staff,1,0
506,5146086,M,N,N,0,148500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,39.0,3.0,1,0,0,1,Laborers,1,0
507,5139553,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,37.0,17.0,1,0,1,0,Medicine staff,4,0
508,5041474,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,25.0,2.0,1,0,0,1,Sales staff,2,0
509,5025020,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,0.0,1,0,0,0,other,2,0
510,5118270,F,N,N,0,99000.0,Working,Secondary / secondary special,Married,With parents,54.0,15.0,1,1,0,0,Medicine staff,2,0
511,5095324,F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,63.0,0.0,1,0,1,0,other,1,0
512,5142290,F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,41.0,0.0,1,0,0,0,Accountants,3,0
513,5148792,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,48.0,15.0,1,0,0,0,Managers,1,0
514,5062031,F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,27.0,2.0,1,0,1,1,other,1,0
515,5088836,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,34.0,10.0,1,0,0,1,Accountants,2,0
516,5035418,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,58.0,13.0,1,0,0,0,Core staff,2,0
517,5089896,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,65.0,0.0,1,0,0,1,other,1,0
518,5137407,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,47.0,8.0,1,0,0,0,Medicine staff,1,0
519,5086060,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,56.0,26.0,1,0,1,0,Core staff,2,0
520,5095117,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,39.0,4.0,1,0,0,0,Core staff,2,0
521,5067419,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,0.0,1,0,0,0,other,2,0
522,5041307,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,1,0,1,0,other,2,0
523,5146401,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,54.0,6.0,1,1,0,0,Cleaning staff,1,0
524,5105137,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,27.0,3.0,1,0,0,0,Laborers,1,0
525,5053388,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.0,27.0,1,0,0,1,Managers,2,0
526,5146467,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,27.0,5.0,1,0,0,0,other,2,0
527,5113082,F,N,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,42.0,3.0,1,0,0,0,Core staff,2,0
528,5052755,M,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,29.0,3.0,1,0,0,0,Managers,2,0
529,5092436,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.0,0.0,1,0,1,0,other,2,0
530,5022243,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,42.0,23.0,1,0,0,1,High skill tech staff,2,0
531,5113020,M,Y,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,40.0,6.0,1,0,0,0,Core staff,2,0
532,5058267,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,With parents,49.0,5.0,1,0,0,0,Drivers,3,0
533,5037247,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,3.0,1,0,0,0,Laborers,4,0
534,5100461,M,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34.0,7.0,1,0,0,0,High skill tech staff,3,0
535,5096753,M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,41.0,7.0,1,1,1,0,other,2,0
536,5091778,M,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30.0,3.0,1,1,0,0,Laborers,4,0
537,5038569,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,55.0,1.0,1,0,1,0,Laborers,2,0
538,5069169,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,3.0,1,0,0,1,Sales staff,2,0
539,5065820,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,44.0,6.0,1,0,0,0,Laborers,3,0
540,5091048,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,42.0,6.0,1,0,0,1,Secretaries,4,0
541,5097134,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,31.0,7.0,1,1,1,0,Drivers,2,0
542,5097106,F,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,58.0,31.0,1,0,1,0,other,2,0
543,5099877,F,Y,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,0.0,1,0,1,0,other,2,0
544,5033884,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,3.0,1,1,1,0,Core staff,2,0
545,5097024,M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,37.0,8.0,1,0,0,0,Managers,2,0
546,5010412,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,60.0,0.0,1,0,0,0,other,2,0
547,5091144,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,4.0,1,0,0,0,other,2,0
548,5088503,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,60.0,2.0,1,0,0,0,Security staff,2,0
549,5126142,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,44.0,10.0,1,0,0,0,Laborers,4,0
550,5067020,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,47.0,3.0,1,0,0,1,Laborers,3,0
551,5061076,M,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,41.0,9.0,1,1,0,0,other,2,0
552,5126527,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,With parents,34.0,1.0,1,0,1,0,Medicine staff,2,0
553,5078931,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,43.0,1.0,1,0,1,0,Laborers,1,0
554,5125471,M,Y,Y,1,450000.0,Commercial associate,Higher education,Married,House / apartment,48.0,5.0,1,0,0,0,other,3,0
555,5025207,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,27.0,0.0,1,0,0,0,Drivers,3,0
556,5042097,F,N,N,1,108000.0,Working,Secondary / secondary special,Separated,House / apartment,39.0,11.0,1,0,1,0,other,2,0
557,5067653,F,N,Y,0,787500.0,State servant,Higher education,Married,House / apartment,47.0,4.0,1,0,0,1,Managers,2,0
558,5089137,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,39.0,15.0,1,0,1,0,other,2,0
559,5065601,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.0,3.0,1,0,1,0,Laborers,2,0
560,5112833,F,N,Y,1,90000.0,Working,Secondary / secondary special,Separated,With parents,36.0,3.0,1,0,1,1,Sales staff,2,0
561,5024636,F,N,Y,0,191399.3262295082,Working,Secondary / secondary special,Married,House / apartment,55.0,3.0,1,0,0,0,other,2,0
562,5050549,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,46.0,8.0,1,1,0,0,Laborers,4,0
563,5065763,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.0,2.0,1,0,0,0,other,1,0
564,5089269,F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,52.0,4.0,1,1,0,0,Cleaning staff,1,0
565,5061207,M,Y,Y,14,225000.0,Working,Secondary / secondary special,Separated,House / apartment,49.0,5.0,1,0,0,0,Drivers,15,0
566,5028684,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,26.0,8.0,1,0,0,1,Laborers,2,0
567,5028737,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.0,11.0,1,0,0,0,Managers,2,0
568,5113406,M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,30.0,2.0,1,0,0,1,Sales staff,1,0
569,5025741,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,33.0,1.0,1,0,1,0,Sales staff,2,0
570,5045992,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,12.0,1,0,0,0,Laborers,2,0
571,5054453,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,49.0,3.0,1,0,0,0,Laborers,2,0
572,5024586,F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,34.0,3.0,1,0,0,0,Managers,4,0
573,5090701,F,N,N,0,594000.0,Pensioner,Higher education,Single / not married,Municipal apartment,48.0,0.0,1,0,0,0,other,1,0
574,5091929,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,50.0,2.0,1,0,0,0,other,2,0
575,5149034,F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,48.0,3.0,1,0,0,0,Core staff,2,0
576,5114114,M,Y,N,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,47.0,2.0,1,0,1,0,Security staff,1,0
577,5142579,F,Y,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,57.0,8.0,1,0,0,0,other,2,0
578,5046035,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59.0,0.0,1,0,0,0,other,2,0
579,5050756,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.0,11.0,1,1,0,0,Drivers,2,0
580,5047853,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,34.0,9.0,1,0,0,0,other,3,0
581,5009790,F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,0.0,1,0,1,0,other,1,0
582,5135819,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.0,8.0,1,0,0,0,Laborers,2,0
583,5092287,F,N,Y,0,247500.0,Pensioner,Higher education,Married,House / apartment,61.0,0.0,1,0,0,0,other,2,0
584,5105743,M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,44.0,18.0,1,1,1,0,High skill tech staff,4,0
585,5028280,F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,33.0,8.0,1,0,0,0,other,3,0
586,5095896,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,44.0,7.0,1,1,1,0,Managers,3,0
587,5024352,M,Y,Y,0,585000.0,Commercial associate,Secondary / secondary special,Married,With parents,46.0,5.0,1,0,0,0,Drivers,2,0
588,5100027,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.0,32.0,1,0,0,0,Medicine staff,2,0
589,5028337,F,Y,N,1,225000.0,Working,Higher education,Single / not married,With parents,38.0,15.0,1,0,0,0,Laborers,2,0
590,5090788,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,30.0,4.0,1,0,0,0,Managers,2,0
591,5046126,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,8.0,1,1,1,0,Managers,2,0
592,5092265,M,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,49.0,1.0,1,0,0,0,Security staff,2,0
593,5143319,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,1,0,0,0,other,2,0
